,text,label
4595,भन्नु भो हजुर ले,2
4600,त्यो मास्टर लाई न छोड्नुहोस् रबि सर सलाम छ सम्पूर्ण टिम लाई जाजरकोट कुशे गाउँ पालिका को बिधुत को रिपोर्ट  डाइरेक्ट हजुर को मुख बाट हेर्न किन मिलेन यो हेर्न मान छ सर ज्यु 🙏🙏,2
4606,रबि लामिछाने को पहिलो ७ मिनेट दमदार लाग्ने जति यता 😘😘,2
4608,एस्तापसुको अनुहार किन प्रष्ट नदेखाइएको जन्ता जान्नचाहन्छन्👹👹,2
4609,"अनशनरत तारा बरालको अवस्थाबारे पनि  रिपोर्ट ीङ् गरियोस्,। रवी दाजु ।",2
4615,"सहि कुरो ,गुन्डाहरु ठुला उद्धमी ब्यावसायी बनिसके ।",2
4622,आज सम्म कूनै पनि  पाटीलाई भोट हालेको छैन रबी सर हजुर राज निती मा आयो भने पकै नेपाल आयेर भोट हालीन्छ,2
4623,सर अब एक चोटि झापा दमक को हिमालय माध्यामिक बिद्यालय  मा नि  class 11  र 12 को student सङ पैसा उठाएको छ  यसको नि report गर्दिनु न,2
4633,36episode नछुटाइ हेर्ने जति यता ल,2
4638,कुनै कुनै कता कता को भिता मा लेखिएको थियो कि,2
4642,सिधा कुरा नियमित हेर्ने जति यता ल।,2
4653,यो बिधार्थि लाई केहि भो भने यस्को जिमा यो पात्कि ले लिनु पर्छ पात्कि टिचर,2
4666,हैन हो रबिलाई हेम थापाले कडा दिएका छन्।...,2
4669,रबि सर हजुर अाउन पर्याे राजनितिमा,2
4671,Rabi sir एक चोटी CAN का चतुरे लाइ बोलाउनु पर्यो,2
4672,सरकार को कमजोरी त्यत्रो लगानी गरेर पढाएको बच्चाले कहिले उठाउने होला ?,2
4675,पृन्सिपलको घर्मै जानू पर्छ,2
4681,"रबिदाई साच्चै एऊटा पार्टि खोल्नुस न तपाईले,यि सबै पार्टिको  नाम निसान आऊदैन,म चितवनको आन्दोलनको एऊटा तपाईको साथ लिएर लाठि खाएको मान्छे हु,यि पार्टिका भरौटेको गालि खाएर तपाईलाई साथ दिने धेरै छम,मलाई लाग्छ ढिलोचाढो तपाई आऊनुहुनेछ 🙏🙏🙏🙏",2
4703,"तपाईंको यो कार्यक्रम हेरिरहँदा news 24 को सिधा कुरा जनतासँग कार्यक्रमको गतिविधि नियाल्न मन लाग्यो र सर्च गरें, 14 घन्टा अगाडी अपलोड गरिएको कार्यक्रमको भ्युज जम्मा 2.8 k छ भने जम्मा लाइक 113 पुगेको रहेछ।😢निकै आश्चर्य लाग्यो।",2
4704,यसो हुनुमा तपाईंको अनुपस्थित नै हो।,2
4706,सर दुखि गरिब र निम्न बर्ग काले के गर्ने  होला,2
4708,नमस्कार रबि दाई,2
4712,अनि नेपालकाे बुदिजिबि चाहिँ अनतरबातामा लाईक र कमेनट गनदै बशने,2
4715,कस्तो खाल को शिक्षक हो ।।,2
4717,Tesari नांगै चै hamlai नि बनाउथ्यो स्कूल मा तर tyo गलत thioo,2
4730,नमस्कार,2
4733,बैदेशिक रोजगारीमा जाने दाजुभाइ दिदिबहिनीहरु सबैजना एकजुट भयर रोजगारी नेपाल देउ रोजगारी दिन सक्दैन भने कुर्सी छोड।भन्नको  बिदेशमा होइन  स्वदेशमै रोजगारी लागि सर्घष समिति गठन गरि दिउँसो होइन राति दस बजे देखि बिहान पाँच बजे सम्म नाराजुलुस गर्न अब प्रतेक जिल्ला जिल्लाको सदरमुकाममा सबै दाजुभाइ दिदिबहिनीहरु भेला भयर शान्तिपूर्ण जुलुस गरौ योग्यता अनुसारको जागीर दिन नेपाल सरकारलाई दबाब दिउँ।सेना प्रहरी ससस्त्र प्रहरीबल निजामती कर्मचारीमा भयपनि जागीरको माग गरौ।सरकारलाई घुडा टेकाउनै पर्छ बिदेशीको श्रमशोषण कुटाई अपहेलना गाह्रो काम कैले भोकै बस्नु पर्ने नाममात्रको स्वास्थ उपचार बरु बिदेशमा मर्नु भन्दा बरु नेपालमै प्रहरीको गोली खायर मर्न धेरै जब जनतालाई रोजगारी दिन नसक्ने सरकार तुराजीनाम गर अर्को आउँछ जनतालाई रोजगार दिन सक्ने अब नेपाली दाजुभाइ दिदिबहिनीहरु बिदेश जान पासपोर्ट होइन स्वदेशमा नै रोजगारी दे भन्नलाई गाउँ गाउँबाट भेला भयर दबाब देउ स्वदेशमा रोजगारी  दे सरकार भनेर बिरोजगारलाई रोजगार दे भनेर सत्तसिन पार्टीको ढ्याङ्ग्रो नठोकी नेताले कनन सुन्दैन ।अब बिरोजगारी रात्रि आन्दोलनमा उत्रीनु  पर्यो ।तब सुतेको ब‌ैह्रो नेताको चेत खुल्छकी।,2
4739,जान्duu परयो क्या हो त्यो मास्टर त,2
4740,मेराे कुरा गर्नु भको?,2
4745,रबि दाइ छुटेसी फेरि हेर्न आको म😂,2
4762,💝 रबि दादाले खेलेको 💝,2
4763,हेर्नलाई प्रतिज्ञामा बसेको कति जना हुनू हुन्छ हाजिर हुम यता  ✋✋✋,2
4772,अब रमेश प्रसाईं भाईलाई पनि ल्याउनु पर्यो भन्ने जति यता,2
4777,life line मा रमेश सर लाई,2
4778,सम्झीनू भयो,2
4801,हाम्रो देशको कलाकारमा महानायक राजेश हमाल,2
4806,2020 ma हेर्ने कति छौ।,2
4810,रबि सर को KBC कार्याक्रम हेर्न लाई पर्खिदा पर्खिदा आज बल्ल हेर्न पाईयो,2
4815,10 घण्टामा 500000 लाख view,2
4816,वरिष्ट प्रत्रकार रविलामिछाने,2
4818,"रबि दादाको सच्चा समर्थन कति रहेछन भन्नी कुरा त.  भ्यु ले नै प्रस्ट छ ३०,मिनेटमा एक लाख ",2
4825,आज Kbc मा रवि सरले १ करोड जितेको हेर्ने ठूलो रहर मलाइ मात्र होकि सबैलाइ हो ।,2
4826,६ लाख ४० हजार सानोतिनो रकम,2
4827,तपाईले त हामी तीन करोड नेपालीको,2
4829,रबि दादा लाई सबै नेपाली सपुतहरु ले प्रधानमन्त्री बनाउन पर्छ भन्ने ले यता हाजिर गरमत साथि हरू,2
4831,यतिको ताली त,2
4832,बजेको थियन देशभक्त रबि दा,2
4835,"अब मज्जाले  हेरिन्छ रबि दादा को ,को बन्छ करोडपती खेलेको  ।कतार बाट  हेर्ने  हरु एता हाजिर हुनुस।",2
4845,रबिसरले गाउनुभाको जहाँ छन बुद्धको अँखा गित सुन्नको लागि यो कार्यक्रम दशचोटी हेरिसके।,2
4846,धेरै  दिन  को पर्खाइ पछि बल आज  हेर्न पाइयो हामि नेपाली हरु को ढुकढुकि रबि दाजु,2
4849,अब रमेश प्रसाईंलाई र धुर्मुस सुन्तली लाई पनि लिएर आऊनु पर्यो राजेश सर।।।,2
4857,जहाँ गुम्छ छवि त्यहा पुग्छ रबि।🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,2
4861,धेरै दिन पछि हेर्न पाइयो रबि दाईको best off luck rabi lamichhane daju,2
4862,अब कुनै एक एपीसोडमा रमेश प्रसाई सरलाई पनी निम्तो गर्नु पर्यो KBC मा।,2
4863,धेरै प्रतीक्षा पछि हेर्न पाइयो,2
4875,रबि दाइ 👏👏👏👏✍️✍️🇳🇵🇳🇵💪💪,2
4876,हिरासत पछि रबि को न्यास्रो लागेर हेर्नू आयको जति यता है,2
4888,रिक्स लिनु भएन आइरहेको प्रश्न को उत्तर  लाई पनि लाइफ लाइन युज गर्नुभयो ।।।,2
4889,रबि दाई नेपालको..,2
4892,रमेश प्रसाईलाई लेराउनु पर्यो जसरी पनि,2
4897,रबि दाइले नै नेपाल बाट भ्रष्टाचार को जरा उखेल्नुहुन्छ भन्ने विस्वास       क-कसमा छ?,2
4911,यती bg भए छुकि यो रबि दाइ सङ्ग को एपिसोट हेर्छु भन्दाभन्दै 6 महिना बितेछ बल्ल आज हेर्न टाइम मिलाउन सके,2
4915,कतार बात हेर्दै छु ।,2
4917,रबि दाइ छुटेसी फेरि हेर्न आको म😂,2
4922,"बल्ल प्रतीक्षाको घडी सकिएछ, रबि सर र राजेश सर को फ्यान जति यता हाजिर हनुस न प्लिज",2
4927,कस्तो लाग्यो को बन्छ करोड पति रबि लामिछाने को????????,2
4930,हामीलाई धुर्मुस र सुन्तली को पनि हेर्नू मन छ,2
4934,को बन्छ करोडपति को हरेक एपिसोड नछुटाएर हेर्नुहुने र 🇳🇵✊रबि लामिछाने✊🇳🇵सरको फ्यान कति हुनुहुन्छ कृपया लाईक♥️ गर्नुहोस त,2
4939,"हाम्रो रमेश प्रसाईंलाई पनि बोलाइदिनु होला KBC All Team ,,?",2
4946,काे बन्छ कराेडपतिमा रबि दाईले बाेले जस्तै - म पनि तपाईंको कार्यक्रम सिधा कुरा जनतासँगमा केही कुरा बाेल्न चाहान्छु - मिल्छ हाेला त - धन्यवाद - जय नेपाल ।,2
4947,रवि दाईकाे  episode हेन कति जनाले धेरै  प्रतीक्षा  गर्नु भएको थियोे यता हाजिर ✋✋✋,2
4960,रमेस प्रसाइ दाई लाइ पनि बोलाऊनु पर्यो यो कार्यक्रममा,2
4961,अब रमेश प्रसाईं  लाई नि ल्याउनु पर्यो है kbc jiu,2
4972,रबि लामिछाने को फ्यान सबै मिलेर यो video मा 100k like पुराउन पर्छ like गर्नुहोस,2
4983,को बन्छ करोडपतिमा सर्वाधिक हेरिएको एपिसोड 🙏🏻,2
4989,रबिदाई हजुरले एक  चाेटी हामिले जनताले देश प्रधानमन्त्री भएकाे हेर्ने चाहान्छौ,2
4997,अब रमेश प्रसाईं लाई बोलाउनु पर्यो राजेश सर,2
4998,माहानायक ज्यु अर्को सिजन सुरु गर्न पर्यो .. kbc,2
5000,आजको episode skip नगरी हेर्ने म मात्र हैन होलानि,2
5001,"अब कुनै एक एपीसोडमा रमेश प्रसाई लाई पनी निम्तो गर्नु पर्यो KBC मा Rajesh sir,,,,,,,",2
5009,"भोलि बिहान उठ्दा , sure trending मा ",2
5017,कुबेत बाट कसरी खेल्ने हाेला बताईदिनु भए आभारी हुने थिए।,2
5020,यसरी तरकारी जलाइ जलाइ क-कल्ले हेर्नुभो?,2
5022,अब रमेश प्रसाइ दाइलाइ पनि को बन्छ करोडपतिमा  invite गर्नुपर्यो,2
5025,अब रमेश प्रसाईं दाइ लाई पनि ल्याउनु पर्छ भन्ने को को हुनुहुन्छ ?,2
5029,अबको पालो रमेश प्रसाईको भन्ने जति यता हाजिर गरुम त 🙌🙌,2
5039,यो समृद्धिको सगुनको लिफा भित्र के हुँन्छ भनेर जान्न चहाने म मात्रै छु कि अरु पनि हुनुन्छ?😄😄😄,2
5047,रबि दाई nervous भएको first time देखेको भन्ने yetta 🥺,2
5048,"धेरै दिन,को प्रतीक्षा पछि बल्ल,पूरा  भयो,",2
5049,"अब भने,रमेस,,प्रसाईं दाजुलाइ,पनि बोलाउनु पर्यो,?",2
5055,रवि दाइ ले गाउदा तthe voie of nepal हेरेको जस्तो फिल भयो।,2
5056,😂😂😂 टाइम तोकेको छैन हाहाहाहा कस्तो प्रोगराम,2
5071,रोल्पा बक्सियोस कि मलाई रुकुम बक्सियोस,2
5072,ज्यानै चढाईदिन्छु रबी सर हुकुम बक्सियोस,2
5079,सुभम छेत्री गाउँले,2
5111,यदि उसले हात्ती उड्छ भनिन भने पनि बहस नगर्नु बरु भन्नु हो हो मैले नि देखेको आज बिहान मात्र हाम्रो घर छेउको तारमा बसेथ्यो!,2
5115,"तपाईं आँफुलाई त्यहाँ राखेर हेर्नुस, कस्तो bad feel हुन्छ।",2
5120,यो गम्भिर बिषय हो एउटा कार्यक्रम पुरै कृषिको बनाउनु पर्यो रवि दाई मिल्छ भने,2
5121,हामी सबै ले चन्द्र कामी को न्याय को लागि प्रसासन लाई दबाब दिउ,2
5129,आज अलि चाँडै हेर्न पाइयो️️सिधा कुरा विथ रवि लामिछाने️️️️️,2
5131,हजुर यो कुरा देश सबै जनता ले सुननु  परछ अब हुने चुनाव मा नेता हरु सनग हिसाब  मागनु  परछ,2
5138,सिधा कुराको प्रतीक्षा मा बस्दाबस्दै बल्ल आयो you tube मा अब हेर्न सुरु गरियो,2
5140,Best present Rabi sir  साथीहरु यता पनि भिजिट गरौँ,2
5145,Best present Rabi sir  साथीहरु यता पनि भिजिट गरौँ,2
5148,न्याय नपाए गोर्खा जानु भन्थे पहिले but ऐले,2
5153,"हरि प्रसाद पाण्डे,हाल कतारबाट",2
5162,हाम्रो देश मा किसानहरु ले कहिले सम्म मलको लागि सास्ती भोग्ने ?आफ्नो देशमा रासायनिक मल कहिले उत्पादन होला ?,2
5167,सीर्फ कार्यकर्ता भए।,2
5169,रबि सर तपाईंको को नम्बर पाउन है केही सम्स्या परेको हुनाले तपाईं सङ जोडिने माद्याम मिलाइदिनुस त,2
5171,रबि sir यो सरकारी हो पुलिस पनि मिलेको x जसको पहुच xaina tesko नेपाल म बाच्न अधिकार xaina रबि दाइ,2
5192,एकमात्र जनतमुखि कार्यक्रम सीधाकुरा।,2
5194,नेपाल मै उत्पादन गर्नु पर्यो मल सर,2
5195,खुकुरित सिधानै उठउने हो 100%,2
5197,सिधा कुरा हेर्नुहुने दर्शक र सिधा कुरा टिमलाई मेरो,2
5204,️️आज छिटै पाचौ कमेन्ट,2
5209,mcc बारे बोल्नु पार्‍यो दाइ।,2
5214,केदार नेपाल,2
5218,छीटै सुन्पाउस सिधा कुरा,2
5220,छीटै सुन्पाउस सिधा कुरा,2
5225,सँगित सरोवर,2
5229,सुन्नु होला जनता हरू,2
5235,हजुर ५ मिनेट बोल्दा ५०० जना नेता हरु ले प्यान्ट मा मुट्छन5,2
5239,यथार्थ,2
5242,रबि दाजु नमस्कार हजुरकाे हरेक कार्यक्रम नछुटाई हेर्ने गरेकाे छु तर हजुरले जति पनि अपराधि दलाल भष्टचारि हत्याराहरुकाे बारेमा न्युज ल्याउनु हुन्छ तर त्यी अपराधिहरुलाई कस्ताे सजाय हुँदै छ त्यनिहरुलाई पुलिस प्रसासनले समाउन सक्याे कि सकेन । भनेर कहिलै भन्नू भयन । जस्तै कर्णाली प्रदेसकाे मुख्य मन्त्रिकाे कुरा गरम मिडियामा त ल्याउनु भाे तर कारबाहि के हुँदै छ भयाे कि नाई भनेर जानकारि दिनु हुदैन कारण किन हाेला,2
5274,MCC काे बारेमा बाेल्नु दाई,2
5278,"अपहरण गरने केटी पछ बाहुन ,अनुसाधन गरने बाहुन अनि कसरी हुनछ।",2
5286,पुलिसले के काम गर्छ सम्बन्धित मानिसलाई भेटेर पनि,2
5287,मल काे लागि ऐउटा कम्पनी खाेले भईहालछ हाेलानि,2
5290,"कहाँ मरेका छन् धर्म परिवर्तन भयो भनेर राेयलाे गर्ने हरु हिन्दू राज्य चाहियो भन्ने्‌ हाम्रो सस्कृति र धर्म लाई बचाउने भन्दै उफ्रने हिन्दू धर्मका ठेकेदार हरु यि ठेकेदार हरु लाई समाज मा पठाउनु पर्याे र भन्न लगाउनु पर्याे धर्म मा विभेद छैन अन्तरजातीय विवाह सुइकार गर भन्न हैन भने याे सस्कृति सिधिन बाट धेरै समय लाग्दैन है। ""चेतना भया""",2
5291,हेर्दै छु भारतबाट,2
5292,खाना खानु भयो सर रे,2
5296,नेपाल म midiya bhanne ki खाते haru खोइ सन्तोष देउजा गको अनि अपिल तिर्पाती र हिमेस भाइ खोइ गको ripotlina,2
5297,छोटो छ जिन्दगी फोटो खिचेर राख,2
5299,के यहि कुरा सामाजिक किताबमा पढेको  थियौ हामी सबैले  बिद्यालयमा,2
5300,जातिय बिभेद गर्नु पर्छ,2
5306,"नेपालको सन्दर्भमा मलको समस्या पुस्तैनी हो । २०४५ साल तिर पनि यही समस्या थियो र लगभग ३५ बर्ष पश्चात पनि समस्या ज्यूँ का त्यूँ छ । नेपाल जस्तो देशमा सरकार र नीजि क्षेत्र मिलेर मल उत्पादन प्लान्ट निर्माण गर्नु पर्ने हो र यो समस्याको समाधान गर्नु पर्ने हो । बंगलादेशले मल उत्पादन गरेर निर्यात गर्न सक्छ भने नेपालले मल उत्पादन गरेर देश भित्र नै पर्याप्त खपत किन गर्न सक्दैन? शेरे, ओली, प्रचण्ड, माकुने जस्ता लोमुते नेताहरूलाई के मतलब?",2
5307,चासो  र गुनासो  एक  मात्रै  आवाज,2
5308,सरकारनै नेपाल मा,2
5313,खाना खानु भो सर ?,2
5314,अधिक मध्ये एक यदि तिनीहरू स्वयं,2
5319,कस्तो रोग लाग्यो सिधा कुरा नहेरी निन्द्रा नलाग्ने,2
5321,खाना खानु भयो?,2
5323,यो गाउँको ठिट्टो म,2
5325,किन गर्छौ य जातको कुरा,2
5326,अाज 103 नम्बरमा परियो कमेन्टमा,2
5329,भेरी मा फालेको हैनर,2
5339,रोल्पा बक्सियोस कि मलाई रुकुम बक्सियोस,2
5340,ज्यानै चढाईदिन्छु रबी सर हुकुम बक्सियोस,2
5348,G 4k र रबि दादाको फ्यान यत है,2
5349,किसानले समयमानै मोल पाउने भैदेको भा किना हरेक सामान ईन्डियानको मुख ताक्नु पर्यो,2
5377,"शास्त्रमा स्पस्टै लेख्या छ नि "" स्त्रीसंग बहस नगर्नुस"" भनेर ",2
5378,यदि उसले हात्ती उड्छ भनिन भने पनि बहस नगर्नु बरु भन्नु हो हो मैले नि देखेको आज बिहान मात्र हाम्रो घर छेउको तारमा बसेथ्यो!,2
5379,देश तथा विदेश बाट सिधा कुरा नछुटाई हेर्नुहुने सम्पुर्ण दर्शक महानुभाव हरु आउनुहोस हाम्रो तिर धन्यवाद अहिले कतार🇶🇦🇳🇵देखि हेर्दैछु,2
5382,"तपाईं आँफुलाई त्यहाँ राखेर हेर्नुस, कस्तो bad feel हुन्छ।",2
5405,सिधा कुराको प्रतीक्षा मा बस्दाबस्दै बल्ल आयो you tube मा अब हेर्न सुरु गरियो,2
5407,Best present Rabi sir  साथीहरु यता पनि भिजिट गरौँ,2
5412,Best present Rabi sir  साथीहरु यता पनि भिजिट गरौँ,2
5416,न्याय नपाए गोर्खा जानु भन्थे पहिले but ऐले,2
5428,"रबि सर 🇳🇵७:३५ मिनेट का लागि मात्रै अरुको लागि होईन पटक्कै हुदै होईन! फेरी पनि नमस्ते!तर, यो देश लुटेको कति दिन बजाऊनु हुन्छ टिभीमा??यदि बिचार माथि क्षमता राख्नु भयो भने  तिन करोड नेपालीको भाग्यरेखा कोरी दिनु हो। अबको पाँच वर्ष पछिको हेर्न चाहेको देश म भन्छु जरूर भन्छु, सकेछु भने भेटेरै भन्छु।तर देश लुटेर सकेभने टिभीमा पपुलर भएर कामै छैन छदै छैन। म यो सिस्टम संग आजित भएर लेख्न बाध्य भयको हो। फेरी सहयोग चाहिएर बोलेको होईन पटक्कै होइन,म त स्थानीय निकायको निर्वाचन पछि भन्छु जरूर भन्छु म हेर्न चाहेको देश।तर, देश लुटेको कति दिन बजाऊनु हुन्छ टिभीमा??के यो देशमा ५०० जना देश कै लागि जन्मिएको छैन??म मेरो गाउँ त बनाउला,यो पनि मेरा लागि अलिकति माथिको कुरा हो। मेरो दैनिक ले देखाई राखेको छ। यदि नांगो नाच देखेकै हो भने,अबको २० बर्ष पछि को नेपाल कल्पना गर्न आग्रह गर्छु। देश लुटेर बिलासी जिबन जिउने संख्या कति छ?? टिभीमा बजाएर कुनै अर्थ छैन!जिन्दगि बाट आजित भएर लेख्न बाध्य भए।तर हार्दिन,भन्छु जरूर भन्छु सकेछु छु र पाएछु भने भेटेरै भन्छु।यो कोल्याप्स सिस्टम मा आजित जिन्दगि धेरै थियो समय छैन।",2
5436,रबि सर तपाईंको को नम्बर पाउन है केही सम्स्या परेको हुनाले तपाईं सङ जोडिने माद्याम मिलाइदिनुस त,2
5450,रबि दाइ,2
5469,️️आज छिटै पाचौ कमेन्ट,2
5474,mcc बारे बोल्नु पार्‍यो दाइ।,2
5483,छीटै सुन्पाउस सिधा कुरा,2
5485,छीटै सुन्पाउस सिधा कुरा,2
5493,सुन्नु होला जनता हरू,2
5499,हजुर ५ मिनेट बोल्दा ५०० जना नेता हरु ले प्यान्ट मा मुट्छन,2
5503,यथार्थ,2
5530,मन्त्री को माग आइरको छ मलाई पनि,2
5538,MCC काे बारेमा बाेल्नु दाई,2
5545,तपाइँ चितवनमा जेलमा हुदा तारा बराल ले लगाएको गुन ( ऋण ) तिर्ने बेला यहीं हो ।,2
5546,तपाइँ को रिहाइ लागी बोल्दा उनि अनायासै दस दिन हिरासत मा थुनियकी थिइन ।,2
5554,हेर्दै छु भारतबाट,2
5555,खाना खानु भयो सर रे,2
5559,नेपाल म midiya bhanne ki खाते haru खोइ सन्तोष देउजा गको अनि अपिल तिर्पाती र हिमेस भाइ खोइ गको ripotlina,2
5561,के यहि कुरा सामाजिक किताबमा पढेको  थियौ हामी सबैले  बिद्यालयमा,2
5563,२.सानो ठुलो जात हुन्छ  भनेर त सर/मिस ले त  पढाउनु भाको थियो न  / कि त्यहि भनेर पढाइयो जातिय बिभेद गर्नु पर्छ भनेर  ?,2
5569,चासो  र गुनासो  एक  मात्रै  आवाज,2
5570,सरकारनै नेपाल मा,2
5572,मेरो चियानल मा पनि जोडीदिनु भए मा आभारी हुने थिए सम्पूर्ण दर्सक स्रोता हरु,2
5576,अधिक मध्ये एक यदि तिनीहरू स्वयं,2
5580,भेटियो भन्ने सुनियो केरे,2
5581,कस्तो रोग लाग्यो सिधा कुरा नहेरी निन्द्रा नलाग्ने,2
5582,हजार प्रयाश गर्दा नि निदाउन सक्दिन  हेरे पछि निदाको पत्तो हुदैन,2
5587,अाज 103 नम्बरमा परियो कमेन्टमा,2
5589,मेरो चियानल मा पनि जोडीदिनु भए मा आभारी हुने थिए सम्पूर्ण दर्सक स्रोता हरु,2
5590,भेरी मा फालेको हैनर,2
5644,"साँचो अर्थमा अमेरिका एक आफैमा बिस्व हो, संसार हो । एक्चुवल तथ्यांक मलाई थाह नभए, पृथ्बिमा सरदर 190 जति देश होला, अनेकौं धर्म होला तर कुनै देशबासि न धर्म ?! सायदै नछुटेको कुनै नहोला । डिबि/रिफ्युजि/स्कलरशिप/आरक्षण/माईग्रेन्ट .... अनेंकौं नाममा ग्रीनकार्ड त बाँड्छ नै त्यसमाथि करोडौं खर्चेर, ज्यान जान सक्ने जतिसुकै खत्रा भएपनि ज्यान कै बाजि थापेर अमेरिका पुगेरै छाड्ने/अमेरिकि नागरिक भएरै छाड्नेहरुको जमात भिन्नै । त्यसैले अमेरिकि प्रशासन/सरकारलाई जुनसुकै देशको जस्तोसुकै आन्तरिक कुरा पनि थाह हुन्छ किनकि नेपालको आन्तरिक कुरा बुझ्न नेपालि नै बिज्ञ राखेको हुन्छ अनि मेलम्चि प्रोजेक्ट ३० बर्ष कट्दा पनि अझै काँचै छ भने mcc जस्तो मेगा project सकिन कम्तिमा आधा सताब्दि त लाग्छ नै भन्ने नेपालि बिज्ञको सल्लाह, बिजुलि/खानेपानीको बिल तिर्न पनि घुस यानि सरकारलाई पैसा बुझाउदा पनि घुस ?!!!!..... मुखैमा कानुन हुने देशको मालिक एउटा झुसेले कुर्सिमा बसेर मान्छे हेरि कानुन बोलेर लाखौं जनताको मुल्यवान समय झ्वाम ! समृद्द मुलुकमा हिड्दा-हिड्दै, टोइलेटमा बस्ताबस्तै मोबाईल घोचेर छिनमा सक्ने काम नेपालमा महिनौं-बर्षौ, एकै ठाउँ-छिनमै हुने काम, झुसेको कानुन/कुरा नबुझ्दा २/४ जोर जुत्ता फाट्छ, चारतिर भौंतारिंदा गाडिभाडा/नास्ता-खाना खर्च सक्किएर पानीको भरमा धुलो-धुवाँ खेप्दै रोगले जिबनलिला समाप्त होला तर काम बन्नेवाला छैन । अनुहार हेरि झुसेले बोलेको कुरा जब बुज्छ तब उल्टा ब्याज/फाईन पनि बोकाउदा घरखेत बेच्नु पर्ने स्थिति बन्छ । नेपालको भ्रष्ट प्रसाशनको यतार्थ नालिबेलि नेपालि सल्लाकारले सम्झाएपछि अमेरिकि सरकारले मुखमा कानुन हुने देशको मालिक झुसेहरुको चंगुलबाट मुक्त भै तोकेकै समयमा प्रोजेक्ट सिध्याउने मनसायले नै यो सर्त राखेको हो । ओलिको भाषामा :- ""मलाई ताज्जुक लाग्छ, उद्देख लाग्छ, गज्जब लाग्छ........"" ब्रमलुटमा कुनै कसर बाँकि नराख्ने तर टोपि लगाउने बित्तिकै अतभुत राष्टबाद जाग्ने ! ओलिराष्टबादिहरुको राष्टबाद-देशभक्ति जागेको देखेर । भुटानि/अफ्रीकि मात्र नभएर अल्लाहको नाममा जुनसुकै बेला आफुसँगै हज्जारौं निर्दोशहरुको ज्यान उडाउने, हेर्दा-हेर्दै हर्सो-उल्लासमय संसारलाई नरक-कुन्ड बनाउने बनाउने अल्लाहुँ-अकवर जस्तो क्रुर-हिंसकहरुको बिशाल जमात/रिफ्युजिलाई गाँसबास-कपास सबको ब्यबस्था सहित आफ्नो देश लाने, नागरिक बनाउने ! पश्चिमाको राष्टबाद देख्दा आफ्नै नेपालि भुटानिलाई श्रणार्थि बनाउने ओलिराष्टबादिहरुलाई",2
5661,"4g LTE bands 20 (,800)MHZ मा चल्छ कि चल्दैन?",2
5663,Note 9 सँग पो compare गर्नु पर्छ क्यामेरा कहा ९ पावर सँग गर्या हो कुन्नि।,2
5664,यो फोन लाई नेपाली कति पर्छ मुल्य,2
5670,5 G आको छ नयाँ,2
5672,म याे सेट किनाै भनेकाे कस्ताे छ । सल्लाहा िदनु हाेला,2
5673,यो मोबाइल लिन मन छ  तर लकडाऊन छ  के गने सलाहा दिनुन,2
5675,यो स्टेबिलाईजेसन भनेको बुझिन प्लिज बुझाई दिनुहोस न ।,2
5676,म त हजुरलाई हेर्न आको,2
5678,म संग पनि छ redmi note 10,2
5680,विदेओ खिचद फ्लस बल्छा कि ?,2
5681,Global version मोबाइल हरु नेपालमा किन avaible हुँदैन यसको लागि एउटा भिडियो चयो sis,2
5682,दिदी vivo v21 unboxing गर्नु पर्यो ।,2
5684,"अहिलेको हट टपिक टेलिकमको VoLTE, LTE+  LTE800 र 2100 दुवै सपोर्ट गर्ने नगर्ने पनि रिभ्यूमा समेट्नु पर्ने हो।",2
5685,काे काे हुनुहुन्छ?? याे फाेन मनपराउने??🤗🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,2
5686,म त हजुरलाई हेर्न आको 😍🙏🇳🇵,2
5689,तपाईंहरुको यात्रा  भिडियो हेरिरहन्छु म पनि ।,2
5690,"बाह्र बण्ड, अठार खण्ड' को नामले प्रसिद्ध सुन्दर रामारोशन क्षेत्र ।",2
5699,जे होस् पुरै नेपाल virtually घुमिराछौ हामि पनि। thanks ghumante toli,2
5711,"  यो भिडियोमा क्यापसन अंग्रेजीमा राखे बिदेशी 4K,8K जत्तिकै स्तरीय हुने थियो।",2
5714,तपाईहरु हिड्ने यात्राको 2D / 3D नक्सामा बेलाबेला देखाउनु भएमा क्षेत्र भूगोल बुझ्न सहयोग हुने थियो|,2
5716,मेरो प्रिये मित्रहरु म अमेरिका अलाबामा बाट I am air-plane technician हाम्रो देसको बारेमा येति धेरै दुख गरेर documentary बनाउनु भयो म अवारी छु । येस्तो प्रकृति अमेरिका impossible येदि अमेरिका ले यो ठाउँ पाउने भए सबै नेपाली शुखि र धनि हुनेथियो तेस ठाउको बासीन्दा,2
5717,मेरो  जर्न्म भुमी रामारोशन मा  एक चाेटि अबश्य घुम्न अाउनु हाेला,2
5723,प्रण गर्छु कि जिन्दागिमा बडिमालिका सहित सबै यो ठाउँ आबश्या घुम्नेछु। त्यतिबेला यो स्वारुप पो रहन्छ कि रहदैन?,2
5727,अकबरे खुर्सानी  र सुगुरको अचार  लिएर  जानू पर्ने  रैछ   सिदुर पश्चिम् घुम्न  जादा  ️,2
5728,रातिको १२ बजिसक्याे तर पनि याे भिडियो हेर्दै छुृLove this unit️️,2
